subject,part,inc,house,edu,inc2,ses,split,resort,wtp,weber,go,,,,,,,,
189,6mGGovzyvCUbhPtotkRy5Q**,2,1,1,25000,25000,0,0,3.5,0,1,,,,,,,,
734,6mGGovzyvCUKZe3Tz4gd4g**,8,9,5,85000,28333.33333,0,0,3.5,0,0,,,,,,,,
519,6mGGovzyvCUnIrv4T69KUg**,2,6,2,25000,10206.20726,0,0,3.5,0,1,,,,,,,,
339,6mGGovzyvCUOVmlglfZ77w**,10,6,5,125000,51031.03631,1,0,3.5,1,0,,,,,,,,
716,6mGGovzyvCUvtBTD2xmCNA**,3,2,2,35000,24748.73734,0,1,3.5,2,1,,,,,,,,
181,6mGGovzyvCUYvzqncjvJWg**,2,2,2,25000,17677.66953,0,1,3.5,0,1,,,,,,,,
394,6mGGovzyvCV1RQjssy4r3A**,9,7,1,95000,35906.62494,1,0,3.5,2,1,,,,,,,,
820,6mGGovzyvCVKneVAcnQigQ**,3,2,2,35000,24748.73734,0,0,3.5,1,0,,,,,,,,
760,6mGGovzyvCVMeuh-rNyLWg**,3,3,2,35000,20207.25942,0,0,3.5,2,1,,,,,,,,
433,6mGGovzyvCVNANYu3oWoKg**,1,2,1,15000,10606.60172,0,1,3.5,2,1,,,,,,,,
585,6mGGovzyvCVtbClMEdw2MA**,5,2,3,55000,38890.87297,1,0,3.5,0,1,,,,,,,,
549,6mGGovzyvCW6KYgtLVDK5A**,5,3,4,55000,31754.26481,0,0,3.5,1,1,,,,,,,,
768,6mGGovzyvCWeKfEHAx6kMA**,2,3,0,25000,14433.75673,0,1,3.5,0,0,,,,,,,,
711,6mGGovzyvCWTaPhTvvmt2g**,7,2,6,75000,53033.00859,1,0,3.5,0,1,,,,,,,,
404,6mGGovzyvCX_Cr63Pz8pDA**,7,5,4,75000,33541.01966,1,0,3.5,0,1,,,,,,,,
486,6mGGovzyvCXFaI6cKiYlaQ**,8,7,4,85000,32126.98021,1,1,3.5,1,0,,,,,,,,
164,6mGGovzyvCXmR2bth-z0RA**,10,3,1,125000,72168.78365,1,0,3.5,0,1,,,,,,,,
584,6mGGovzyvCXoQ2cqLY8wUQ**,10,2,1,125000,88388.34765,1,0,3.5,0,1,,,,,,,,
820,6mGGovzyvCXRQ6IlYmUSzQ**,1,5,0,15000,6708.203932,0,0,3.5,2,1,,,,,,,,
434,6mGGovzyvCXtjohHjsUO4w**,5,6,2,55000,22453.65598,0,0,3.5,0,0,,,,,,,,
157,6mGGovzyvCXUOKdfEgx1Pg**,2,3,2,25000,14433.75673,0,1,3.5,1,1,,,,,,,,
286,6mGGovzyvCXwp8K3ClSGPg**,0,2,1,5000,3535.533906,0,0,3.5,2,1,,,,,,,,
246,6mGGovzyvCX-yKUj5l_7pw**,7,1,4,75000,75000,1,1,3.5,0,1,,,,,,,,
973,6mGGovzyvCXRu242_XTO_Q**,1,2,1,15000,10606.60172,0,1,3.75,2,0,,,,,,,,
482,6mGGovzyvCV3kbDuCBCwGg**,5,2,4,55000,38890.87297,1,1,3.79,2,1,,,,,,,,
720,6mGGovzyvCVHecOwEqC0kA**,5,3,1,55000,31754.26481,0,1,3.99,1,1,,,,,,,,
83,6mGGovzyvCW6__mJCKr-OA**,3,3,1,35000,20207.25942,0,0,$3.99 ,1,1,,,,,,,,
234,6mGGovzyvCWlQ6gGGn7TZw**,3,4,2,35000,17500,0,1,3.99,0,1,,,,,,,,
214,6mGGovzyvCU0pqfzCxU1UA**,7,4,2,75000,37500,1,0,4,0,1,,,,,,,,
949,6mGGovzyvCU0q3pHXRGK6A**,8,4,6,85000,42500,1,1,4,2,1,,,,,,,,
333,6mGGovzyvCU17moWchGNhg**,7,3,4,75000,43301.27019,1,0,4,1,1,,,,,,,,
318,6mGGovzyvCU36bEl9jGrXg**,2,4,0,25000,12500,0,1,4,1,0,,,,,,,,
256,6mGGovzyvCU6NCtA-m5kww**,10,4,5,125000,62500,1,0,4,1,1,,,,,,,,
508,6mGGovzyvCU9EeW2emZwEQ**,3,2,2,35000,24748.73734,0,0,4,1,0,,,,,,,,
187,6mGGovzyvCUaS3fXtiqFhg**,4,2,6,45000,31819.80515,0,1,4,0,1,,,,,,,,
190,6mGGovzyvCUbmp5L2cNyaA**,8,5,1,85000,38013.15562,1,0,4,0,0,,,,,,,,
245,6mGGovzyvCUccZM7rCB1Ew**,7,3,5,75000,43301.27019,1,0,4,2,1,,,,,,,,
510,6mGGovzyvCUcDhqj2n7jYA**,7,2,4,75000,53033.00859,1,1,4,0,1,,,,,,,,
10,6mGGovzyvCUcF59-YVzLVQ**,5,2,2,55000,38890.87297,1,0,4,0,1,,,,,,,,
912,6mGGovzyvCUcW34CirIS_w**,1,1,5,15000,15000,0,1,4,1,1,,,,,,,,
261,6mGGovzyvCUhDw7rhLyQ_g**,4,3,4,45000,25980.76211,0,0,4,0,1,,,,,,,,
430,6mGGovzyvCUhFS7Tyxeiig**,5,1,4,55000,55000,1,0,4,2,1,,,,,,,,
814,6mGGovzyvCUJ2MY_djsc9Q**,10,4,4,125000,62500,1,0,4,2,0,,,,,,,,
621,6mGGovzyvCUJpKUaEkdj9Q**,2,2,1,25000,17677.66953,0,0,4,0,1,,,,,,,,
376,6mGGovzyvCUK515NX8Lk_Q**,1,2,0,15000,10606.60172,0,0,4,2,1,,,,,,,,
868,6mGGovzyvCUkQXwx8r-CRg**,0,2,2,5000,3535.533906,0,0,4,1,1,,,,,,,,
328,6mGGovzyvCUKZr-DakcDSQ**,6,2,6,65000,45961.94078,1,0,4,2,0,,,,,,,,
677,6mGGovzyvCUlxKxmZhSsag**,1,5,2,15000,6708.203932,0,1,4,0,1,,,,,,,,
213,6mGGovzyvCUm49RMJJMAsw**,4,3,4,45000,25980.76211,0,0,4,0,0,,,,,,,,
468,6mGGovzyvCUMbfwPC-5WxQ**,4,2,1,45000,31819.80515,0,1,4,0,1,,,,,,,,
178,6mGGovzyvCUMFRoorQUYQw**,8,3,6,85000,49074.77288,1,0,4,2,0,,,,,,,,
777,6mGGovzyvCUmXV3fOnpUuQ**,7,5,3,75000,33541.01966,1,0,4,0,0,,,,,,,,
957,6mGGovzyvCUNVyYu7vocVg**,7,2,3,75000,53033.00859,1,0,4,0,1,,,,,,,,
222,6mGGovzyvCUOfjeQLkc8jw**,5,3,3,55000,31754.26481,0,0,4,2,0,,,,,,,,
642,6mGGovzyvCUpcAHULGMAeQ**,10,4,4,125000,62500,1,1,4,1,1,,,,,,,,
892,6mGGovzyvCUpKg6s8hnJJg**,10,2,1,125000,88388.34765,1,0,4,2,0,,,,,,,,
134,6mGGovzyvCUpORb54O9xxA**,9,5,4,95000,42485.29157,1,0,4,0,1,,,,,,,,
861,6mGGovzyvCUQU6EPVadSTQ**,10,5,4,125000,55901.69944,1,0,4,1,0,,,,,,,,
859,6mGGovzyvCUs91yAwt2Kug**,6,2,3,65000,45961.94078,1,1,4,1,1,,,,,,,,
201,6mGGovzyvCUShsF1QF8JXA**,5,2,4,55000,38890.87297,1,1,4,2,1,,,,,,,,
713,6mGGovzyvCUVV7bsPd4e-w**,3,3,3,35000,20207.25942,0,1,4,0,1,,,,,,,,
199,6mGGovzyvCUWaRqmFras6w**,4,1,6,45000,45000,1,1,4,0,0,,,,,,,,
212,6mGGovzyvCUwmCvoenRdEQ**,4,3,4,45000,25980.76211,0,1,4,1,1,,,,,,,,
455,6mGGovzyvCUxrnfemolE_g**,5,3,4,55000,31754.26481,0,0,4,2,0,,,,,,,,
580,6mGGovzyvCUzzEgZP6woUA**,3,1,4,35000,35000,1,0,4,1,1,,,,,,,,
723,6mGGovzyvCV_MjgNmQRpcQ**,6,5,2,65000,29068.88371,0,0,4,1,1,,,,,,,,
121,6mGGovzyvCV0t9n98iKwQQ**,8,4,4,85000,42500,1,1,4,0,1,,,,,,,,
264,6mGGovzyvCV2QzGXxxbp7w**,4,8,3,45000,15909.90258,0,1,4,0,1,,,,,,,,
548,6mGGovzyvCV41_NhZXZWqQ**,5,4,1,55000,27500,0,0,4,0,0,,,,,,,,
25,6mGGovzyvCV6T9eHPbX_pQ**,1,2,5,15000,10606.60172,0,1,4,0,0,,,,,,,,
669,6mGGovzyvCV6t-HufSBAIg**,3,3,1,35000,20207.25942,0,0,4,1,0,,,,,,,,
724,6mGGovzyvCV7qz0fZ5J2kw**,11,3,5,150000,86602.54038,1,0,4,1,1,,,,,,,,
227,6mGGovzyvCV815xQb49aXg**,10,2,6,125000,88388.34765,1,1,4,0,1,,,,,,,,
340,6mGGovzyvCV8lm00pl0e7A**,3,4,3,35000,17500,0,0,4,2,0,,,,,,,,
742,6mGGovzyvCV9TofM9PIihA**,1,4,2,15000,7500,0,0,4,1,1,,,,,,,,
305,6mGGovzyvCVAZT442lQ07g**,3,2,2,35000,24748.73734,0,0,4,2,1,,,,,,,,
136,6mGGovzyvCVfeZGK7jziFQ**,7,2,4,75000,53033.00859,1,0,4,2,0,,,,,,,,
478,6mGGovzyvCVflJTX6ZQEPQ**,1,2,3,15000,10606.60172,0,0,4,2,0,,,,,,,,
409,6mGGovzyvCVFokOAnmBzHw**,1,1,5,15000,15000,0,1,4,1,1,,,,,,,,
186,6mGGovzyvCVhPQOLFGgSVA**,4,2,2,45000,31819.80515,0,1,4,1,1,,,,,,,,
6,6mGGovzyvCViqIx5p5RoRw**,4,2,1,45000,31819.80515,0,0,4,2,0,,,,,,,,
283,6mGGovzyvCVlt9gBetJnSQ**,1,2,1,15000,10606.60172,0,1,4,1,1,,,,,,,,
133,6mGGovzyvCVmFUkZPyWhwQ**,4,4,2,45000,22500,0,1,4,2,1,,,,,,,,
140,6mGGovzyvCVmgppmOqSiqw**,5,2,4,55000,38890.87297,1,1,4,1,1,,,,,,,,
65,6mGGovzyvCVnFAqEIEOtzw**,5,3,2,55000,31754.26481,0,0,4,1,1,,,,,,,,
114,6mGGovzyvCVNQgYvcCGIEA**,1,2,1,15000,10606.60172,0,1,4,1,1,,,,,,,,
705,6mGGovzyvCVos5Hg61R5fQ**,11,3,4,150000,86602.54038,1,0,4,0,0,,,,,,,,
103,6mGGovzyvCVoycHFbZiwPA**,1,6,3,15000,6123.724357,0,1,4,2,1,,,,,,,,
521,6mGGovzyvCVrhzaSrbKt-g**,4,1,6,45000,45000,1,0,4,2,0,,,,,,,,
248,6mGGovzyvCVsaACC-Hg_kw**,6,2,3,65000,45961.94078,1,1,4,2,0,,,,,,,,
503,6mGGovzyvCVSaJGmuSKphQ**,4,1,6,45000,45000,1,1,4,0,0,,,,,,,,
205,6mGGovzyvCVSisvaw9x_Lg**,4,4,2,45000,22500,0,1,4,1,1,,,,,,,,
795,6mGGovzyvCVTNYW860_t7A**,3,2,2,35000,24748.73734,0,0,4,0,1,,,,,,,,
703,6mGGovzyvCVuHW_IcFBtwg**,7,4,3,75000,37500,1,1,4,2,1,,,,,,,,
210,6mGGovzyvCVULfYQwz7cwA**,7,1,5,75000,75000,1,0,4,2,0,,,,,,,,
498,6mGGovzyvCVVMU4yFXgqVg**,2,1,5,25000,25000,0,1,4,1,1,,,,,,,,
569,6mGGovzyvCVWPm5y_KpcQg**,4,5,2,45000,20124.6118,0,1,4,0,1,,,,,,,,
177,6mGGovzyvCVWq58_QW9egg**,10,2,3,125000,88388.34765,1,0,4,0,1,,,,,,,,
770,6mGGovzyvCVWw3PUaiTjvQ**,3,4,0,35000,17500,0,0,4,0,1,,,,,,,,
169,6mGGovzyvCVwxKKtJbUATg**,3,1,4,35000,35000,1,1,4,1,0,,,,,,,,
189,6mGGovzyvCVYdq6rWXCyUw**,11,2,6,150000,106066.0172,1,0,4,1,1,,,,,,,,
848,6mGGovzyvCVYt8yGXcnGpA**,4,3,3,45000,25980.76211,0,1,4,2,1,,,,,,,,
762,6mGGovzyvCVZSqyUngUfKw**,5,1,3,55000,55000,1,1,4,0,0,,,,,,,,
726,6mGGovzyvCW_nb4ZZH0ocA**,1,3,3,15000,8660.254038,0,1,4,0,1,,,,,,,,
367,6mGGovzyvCW0LodnXnJdGQ**,9,5,4,95000,42485.29157,1,1,4,2,1,,,,,,,,
7,6mGGovzyvCW0XfN-cO-6fQ**,6,4,1,65000,32500,1,1,4,0,1,,,,,,,,
600,6mGGovzyvCW1b6oXk70cbA**,0,1,2,5000,5000,0,1,4,0,1,,,,,,,,
730,6mGGovzyvCW1I40DvCvUTg**,0,1,0,5000,5000,0,0,4,2,1,,,,,,,,
318,6mGGovzyvCW1ocAlQ96cTg**,1,4,1,15000,7500,0,1,4,0,0,,,,,,,,
168,6mGGovzyvCW2NhZfRKUvbQ**,1,2,2,15000,10606.60172,0,1,4,1,1,,,,,,,,
316,6mGGovzyvCW2xijel8tssA**,2,1,4,25000,25000,0,0,4,2,1,,,,,,,,
297,6mGGovzyvCW3639yUwmIeQ**,11,2,4,150000,106066.0172,1,0,4,1,0,,,,,,,,
322,6mGGovzyvCW3A5taasbVCw**,4,2,6,45000,31819.80515,0,0,4,2,0,,,,,,,,
868,6mGGovzyvCW6TpAhfIY9gQ**,6,4,6,65000,32500,1,0,4,2,1,,,,,,,,
555,6mGGovzyvCW9lk4hZj947Q**,2,2,3,25000,17677.66953,0,0,4,1,0,,,,,,,,
5,6mGGovzyvCWaEJevJe2oKA**,3,4,1,35000,17500,0,0,4,1,1,,,,,,,,
383,6mGGovzyvCWC-Dkxr0tVwg**,1,3,2,15000,8660.254038,0,1,4,0,1,,,,,,,,
232,6mGGovzyvCWDtg6pX2Ab1w**,10,5,6,125000,55901.69944,1,0,4,1,1,,,,,,,,
859,6mGGovzyvCWFSRjE8-KJiw**,1,1,2,15000,15000,0,1,4,2,0,,,,,,,,
325,6mGGovzyvCWIKDEPgE_spQ**,2,1,4,25000,25000,0,1,4,2,1,,,,,,,,
580,6mGGovzyvCWIUlg3HZff7A**,3,2,2,35000,24748.73734,0,0,4,2,0,,,,,,,,
30,6mGGovzyvCWJgSfkXtnvLA**,6,2,2,65000,45961.94078,1,0,4,2,0,,,,,,,,
698,6mGGovzyvCWKDOWBxFhT2w**,8,2,3,85000,60104.0764,1,0,4,0,0,,,,,,,,
975,6mGGovzyvCWky_BRuSGdew**,10,2,4,125000,88388.34765,1,0,4,1,1,,,,,,,,
844,6mGGovzyvCWMMuPoNsD4Gw**,6,2,6,65000,45961.94078,1,0,4,2,0,,,,,,,,
715,6mGGovzyvCWmoQT0oAi4Yw**,4,6,1,45000,18371.17307,0,1,4,2,0,,,,,,,,
503,6mGGovzyvCWmtphVs44spg**,5,2,2,55000,38890.87297,1,0,4,2,1,,,,,,,,
879,6mGGovzyvCWOcyfwQgx78w**,8,3,2,85000,49074.77288,1,0,4,1,1,,,,,,,,
134,6mGGovzyvCWoEwOTonwGUw**,10,3,4,125000,72168.78365,1,1,4,2,1,,,,,,,,
525,6mGGovzyvCWSOg-ZAUyL2Q**,4,2,2,45000,31819.80515,0,0,4,1,0,,,,,,,,
274,6mGGovzyvCWvM3Q0cKyiJg**,2,2,2,25000,17677.66953,0,0,4,1,1,,,,,,,,
562,6mGGovzyvCWVqV26vfCtQw**,10,4,6,125000,62500,1,0,4,2,0,,,,,,,,
752,6mGGovzyvCW-vzFLD8EwAg**,10,3,3,125000,72168.78365,1,0,4,0,1,,,,,,,,
109,6mGGovzyvCWXssyeLwRlfw**,6,5,3,65000,29068.88371,0,1,4,1,0,,,,,,,,
529,6mGGovzyvCWYc1dSJ8niIg**,1,2,6,15000,10606.60172,0,1,4,2,1,,,,,,,,
124,6mGGovzyvCX1LdRoJ65Bug**,3,4,3,35000,17500,0,0,4,0,1,,,,,,,,
279,6mGGovzyvCX2T83-X2aJuQ**,0,1,1,5000,5000,0,0,4,0,1,,,,,,,,
118,6mGGovzyvCX3Senrgc4NvA**,6,4,1,65000,32500,1,0,4,0,1,,,,,,,,
324,6mGGovzyvCX9zOuzVuKtuQ**,10,4,4,125000,62500,1,1,4,1,1,,,,,,,,
310,6mGGovzyvCXblM3txjoZGA**,4,3,1,45000,25980.76211,0,0,4,1,1,,,,,,,,
533,6mGGovzyvCXBPzcGDIgkhA**,3,4,4,35000,17500,0,1,4,0,1,,,,,,,,
415,6mGGovzyvCXCMfA6Ri8rcg**,6,3,2,65000,37527.7675,1,1,4,2,1,,,,,,,,
314,6mGGovzyvCXDGGxiRcsdbA**,2,1,1,25000,25000,0,0,4,0,0,,,,,,,,
534,6mGGovzyvCXeXUiZ8xNEmQ**,3,3,4,35000,20207.25942,0,1,4,1,1,,,,,,,,
167,6mGGovzyvCXgGqNL-YhJhQ**,2,4,2,25000,12500,0,0,4,2,1,,,,,,,,
590,6mGGovzyvCXhQBQpPBBGkw**,3,1,2,35000,35000,1,1,4,2,0,,,,,,,,
316,6mGGovzyvCXhy98OxJ8uCw**,11,2,6,150000,106066.0172,1,0,4,2,1,,,,,,,,
843,6mGGovzyvCXIV-YTuhZlfg**,11,2,6,150000,106066.0172,1,0,4,1,1,,,,,,,,
175,6mGGovzyvCXIyV7DNpJNPw**,2,3,1,25000,14433.75673,0,1,4,2,0,,,,,,,,
607,6mGGovzyvCXl4I75bgO_Kg**,10,2,6,125000,88388.34765,1,1,4,1,1,,,,,,,,
350,6mGGovzyvCXloaKcAdk9bw**,3,4,3,35000,17500,0,1,4,2,1,,,,,,,,
357,6mGGovzyvCXlotgN1ayvIA**,1,1,2,15000,15000,0,0,4,1,0,,,,,,,,
919,6mGGovzyvCXLvDa0OctnSg**,9,4,3,95000,47500,1,1,4,2,0,,,,,,,,
270,6mGGovzyvCXN02GzO-CHeA**,3,2,3,35000,24748.73734,0,1,4,1,0,,,,,,,,
413,6mGGovzyvCXoxlh9QVU21g**,5,4,2,55000,27500,0,0,4,2,0,,,,,,,,
276,6mGGovzyvCXpevigkux_WQ**,5,4,5,55000,27500,0,1,4,1,0,,,,,,,,
858,6mGGovzyvCXq5Pwgagh1fQ**,7,4,4,75000,37500,1,1,4,1,1,,,,,,,,
31,6mGGovzyvCXQQlEDqzwkbg**,2,4,4,25000,12500,0,1,4,0,1,,,,,,,,
626,6mGGovzyvCXrpvvIhjtoZg**,6,3,2,65000,37527.7675,1,0,4,0,1,,,,,,,,
848,6mGGovzyvCXti0MVzR-jSA**,10,3,5,125000,72168.78365,1,0,4,0,1,,,,,,,,
464,6mGGovzyvCXU_DW2-5dL1g**,3,3,3,35000,20207.25942,0,1,4,2,1,,,,,,,,
665,6mGGovzyvCX-VD5e58Yy5A**,6,5,3,65000,29068.88371,0,0,4,2,0,,,,,,,,
320,6mGGovzyvCX-vTps5Fbgsg**,0,1,4,5000,5000,0,0,4,0,0,,,,,,,,
491,6mGGovzyvCXYGUwW5YRhbQ**,2,1,1,25000,25000,0,1,4,0,0,,,,,,,,
960,6mGGovzyvCXzCAn4x-F73g**,7,3,4,75000,43301.27019,1,1,4,0,0,,,,,,,,
251,6mGGovzyvCV4rcahOahFaw**,10,5,4,125000,55901.69944,1,1,4.25,0,0,,,,,,,,
423,6mGGovzyvCVATDqf2lS3aw**,5,4,4,55000,27500,0,0,4.25,0,1,,,,,,,,
772,6mGGovzyvCUQqHQc_UmFaQ**,7,4,3,75000,37500,1,0,4.5,2,0,,,,,,,,
794,6mGGovzyvCW5ifM75_ObZQ**,1,2,4,15000,10606.60172,0,0,4.5,0,1,,,,,,,,
575,6mGGovzyvCWm10FO8OI4uA**,2,2,2,25000,17677.66953,0,0,4.5,2,1,,,,,,,,
954,6mGGovzyvCWxVxmYquxM7Q**,6,4,2,65000,32500,1,1,4.5,1,1,,,,,,,,
484,6mGGovzyvCVjQrxQMarsBA**,2,4,3,25000,12500,0,0,4.99,2,0,,,,,,,,
329,6mGGovzyvCU_WogCKugdBA**,0,1,4,5000,5000,0,0,5,2,0,,,,,,,,
113,6mGGovzyvCU0T2qbXjtjpg**,4,2,3,45000,31819.80515,0,0,5,2,0,,,,,,,,
399,6mGGovzyvCU1u0YS5J-cnw**,9,4,5,95000,47500,1,0,5,0,1,,,,,,,,
328,6mGGovzyvCU2i7gcPxJZKQ**,11,4,6,150000,75000,1,0,5,2,0,,,,,,,,
833,6mGGovzyvCU2k4Gvvj_V4w**,1,2,2,15000,10606.60172,0,1,5,0,1,,,,,,,,
369,6mGGovzyvCU-340upqAn_g**,1,1,2,15000,15000,0,0,5,1,1,,,,,,,,
271,6mGGovzyvCU5W_0Ft3QO2w**,0,1,2,5000,5000,0,1,5,2,0,,,,,,,,
945,6mGGovzyvCU6LDPhyyRGdg**,5,4,4,55000,27500,0,0,5,0,1,,,,,,,,
862,6mGGovzyvCU6mrpqTQM9DQ**,3,4,5,35000,17500,0,0,5,1,1,,,,,,,,
863,6mGGovzyvCU6U_spVFjSIg**,11,3,6,150000,86602.54038,1,1,5,0,1,,,,,,,,
706,6mGGovzyvCU7XLGc66LSpg**,0,2,2,5000,3535.533906,0,0,5,2,1,,,,,,,,
264,6mGGovzyvCU8rszrErUdcA**,10,2,5,125000,88388.34765,1,1,5,0,1,,,,,,,,
119,6mGGovzyvCU8yFgI7F36Dw**,3,4,1,35000,17500,0,0,5,2,1,,,,,,,,
464,6mGGovzyvCU9O-Yzx5zl4A**,4,1,6,45000,45000,1,0,5,0,1,,,,,,,,
229,6mGGovzyvCU9SmEGQCKwEg**,1,1,4,15000,15000,0,1,5,2,1,,,,,,,,
498,6mGGovzyvCU9xRjAPGFtHQ**,3,4,1,35000,17500,0,1,5,0,1,,,,,,,,
955,6mGGovzyvCUa_j2Jo51_Ow**,10,4,4,125000,62500,1,1,5,2,1,,,,,,,,
242,6mGGovzyvCUa46VEp0pM5Q**,6,1,5,65000,65000,1,1,5,2,1,,,,,,,,
165,6mGGovzyvCUa4E5pc4Rxdg**,2,1,4,25000,25000,0,1,5,2,0,,,,,,,,
582,6mGGovzyvCUA5pYJ1YUI-w**,10,4,3,125000,62500,1,1,5,0,1,,,,,,,,
714,6mGGovzyvCUAIaQgKuW8Mw**,3,1,4,35000,35000,1,1,5,0,1,,,,,,,,
981,6mGGovzyvCUbbv2FNZm_Og**,0,5,1,5000,2236.067977,0,0,5,0,1,,,,,,,,
463,6mGGovzyvCUbG7BduK8LWA**,3,2,0,35000,24748.73734,0,1,5,2,1,,,,,,,,
236,6mGGovzyvCUBGSFPzvFbOA**,7,1,6,75000,75000,1,1,5,2,1,,,,,,,,
162,6mGGovzyvCUcn54LcUT8Ww**,10,2,3,125000,88388.34765,1,0,5,2,0,,,,,,,,
741,6mGGovzyvCUCyiSNcVISPw**,6,4,2,65000,32500,1,0,5,0,1,,,,,,,,
218,6mGGovzyvCUD9I3uLMpfzg**,11,2,5,150000,106066.0172,1,0,5,0,1,,,,,,,,
842,6mGGovzyvCUdHew0goNi_w**,4,4,2,45000,22500,0,1,5,2,0,,,,,,,,
263,6mGGovzyvCUDkexucjzmfQ**,11,2,5,150000,106066.0172,1,0,5,2,1,,,,,,,,
408,6mGGovzyvCUDtl-QP8IaaA**,3,3,2,35000,20207.25942,0,1,5,1,1,,,,,,,,
341,6mGGovzyvCUdU14_dDTO8w**,10,2,4,125000,88388.34765,1,1,5,0,0,,,,,,,,
129,6mGGovzyvCUd-wYBXUKUKQ**,4,1,1,45000,45000,1,0,5,1,0,,,,,,,,
983,6mGGovzyvCUE4g7yJtAsmQ**,2,4,2,25000,12500,0,0,5,2,0,,,,,,,,
293,6mGGovzyvCUeBgYvTCUgyQ**,10,5,4,125000,55901.69944,1,1,5,0,1,,,,,,,,
706,6mGGovzyvCUEiP29d4PMIA**,3,5,6,35000,15652.47584,0,0,5,1,0,,,,,,,,
554,6mGGovzyvCUePSHHCu1VeQ**,4,3,1,45000,25980.76211,0,0,5,0,0,,,,,,,,
403,6mGGovzyvCUeUer5xTbmLg**,1,4,1,15000,7500,0,1,5,2,1,,,,,,,,
398,6mGGovzyvCUeYjCnbolJKg**,11,6,2,150000,61237.24357,1,0,5,0,1,,,,,,,,
736,6mGGovzyvCUEZWvsvYLwyA**,10,7,2,125000,47245.55913,1,0,5,1,0,,,,,,,,
453,6mGGovzyvCUF7i7_baYnlw**,1,2,2,15000,10606.60172,0,0,5,1,0,,,,,,,,
242,6mGGovzyvCUFG-uBvCZTIw**,10,3,4,125000,72168.78365,1,0,5,0,0,,,,,,,,
315,6mGGovzyvCUfiDVd3K_vDg**,2,2,1,25000,17677.66953,0,0,5,1,1,,,,,,,,
696,6mGGovzyvCUfmJIn85vzaw**,9,3,3,95000,54848.27557,1,1,5,1,1,,,,,,,,
117,6mGGovzyvCUFS1PFMjk-oA**,10,5,3,125000,55901.69944,1,1,5,2,0,,,,,,,,
289,6mGGovzyvCUFXIghqOlS5w**,2,3,2,25000,14433.75673,0,1,5,2,1,,,,,,,,
667,6mGGovzyvCUg4JVB2nHF7Q**,2,4,2,25000,12500,0,1,5,2,0,,,,,,,,
747,6mGGovzyvCUGC3ODzGF6Pg**,5,2,6,55000,38890.87297,1,0,5,1,1,,,,,,,,
929,6mGGovzyvCUGcJC6XSCAOw**,3,2,2,35000,24748.73734,0,0,5,2,1,,,,,,,,
439,6mGGovzyvCUgO4v24FHuoQ**,2,1,5,25000,25000,0,1,5,1,0,,,,,,,,
896,6mGGovzyvCUGrn0p1iDPZw**,4,2,6,45000,31819.80515,0,0,5,0,1,,,,,,,,
729,6mGGovzyvCUh_xYEJFFjwA**,1,6,2,15000,6123.724357,0,0,5,1,1,,,,,,,,
304,6mGGovzyvCUhACOFonh4Rg**,0,2,1,5000,3535.533906,0,0,5,2,0,,,,,,,,
460,6mGGovzyvCUHUU0J38nrxA**,3,3,4,35000,20207.25942,0,0,5,1,1,,,,,,,,
875,6mGGovzyvCUI4uEXvVO4uQ**,0,2,3,5000,3535.533906,0,1,5,0,1,,,,,,,,
854,6mGGovzyvCUIeQ8CDgu69g**,11,4,6,150000,75000,1,0,5,0,1,,,,,,,,
807,6mGGovzyvCUiFuyRw77l2w**,1,1,2,15000,15000,0,0,5,0,1,,,,,,,,
781,6mGGovzyvCUIPiEQyxynwA**,1,2,2,15000,10606.60172,0,1,5,1,1,,,,,,,,
104,6mGGovzyvCUizWARfY86Mg**,11,4,6,150000,75000,1,1,5,2,1,,,,,,,,
523,6mGGovzyvCUJ1hP6hVtiFg**,2,5,1,25000,11180.33989,0,1,5,1,1,,,,,,,,
420,6mGGovzyvCUJbHyvWOktWg**,3,3,1,35000,20207.25942,0,1,5,0,0,,,,,,,,
124,6mGGovzyvCUJcbW-jGl_Hw**,11,4,6,150000,75000,1,0,5,2,1,,,,,,,,
300,6mGGovzyvCUjl9dE0Tk61A**,7,2,1,75000,53033.00859,1,1,5,0,0,,,,,,,,
119,6mGGovzyvCUJsdrMSvAFBw**,11,4,4,150000,75000,1,1,5,0,1,,,,,,,,
554,6mGGovzyvCUK_xsDxmFRcg**,10,2,4,125000,88388.34765,1,1,5,2,0,,,,,,,,
360,6mGGovzyvCUkjEpRlQvcLA**,10,4,6,125000,62500,1,1,5,1,1,,,,,,,,
327,6mGGovzyvCUkmlv_EzwwTA**,1,4,0,15000,7500,0,0,5,1,0,,,,,,,,
969,6mGGovzyvCUK-nfFPN6aCQ**,6,1,4,65000,65000,1,0,5,0,1,,,,,,,,
966,6mGGovzyvCUksqZRD9A7_A**,5,3,2,55000,31754.26481,0,1,5,0,1,,,,,,,,
287,6mGGovzyvCUKu0oSjsAbYQ**,8,3,2,85000,49074.77288,1,0,5,2,0,,,,,,,,
120,6mGGovzyvCUKuTIfikbVIQ**,3,4,4,35000,17500,0,0,5,2,1,,,,,,,,
253,6mGGovzyvCUkvwudozz_Ww**,11,2,4,150000,106066.0172,1,1,5,2,0,,,,,,,,
459,6mGGovzyvCUl_WSmYDoMvA**,6,5,1,65000,29068.88371,0,0,5,0,1,,,,,,,,
219,6mGGovzyvCUl7NDZrBNpdg**,11,2,6,150000,106066.0172,1,0,5,0,1,,,,,,,,
